GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BDP001
G0100970,1940,Alabama,10,Mobile,970,Mobile,141974
G0100970,1950,Alabama,10,Mobile,970,Mobile,231105
G0100970,1960,Alabama,10,Mobile,970,Mobile,314301
G0100970,1970,Alabama,1,Mobile,97,Mobile,317308
G0100970,1980,Alabama,1,Mobile,97,MOBILE COUNTY,364980
G0100970,1990,Alabama,1,Mobile,97,Mobile County,378643
G0100970,2000,Alabama,1,Mobile,97,Mobile County,399843
G0100970,2010,Alabama,1,Mobile County,97,Mobile County,412992
G0100990,1930,Alabama,10,Monroe,990,Monroe,30070
G0100990,1940,Alabama,10,Monroe,990,Monroe,29465
G0100990,1950,Alabama,10,Monroe,990,Monroe,25732
G0100990,1820,Alabama,10,Monroe,990,Monroe,8838
G0100990,1830,Alabama,10,Monroe,990,Monroe,8782
G0100990,1840,Alabama,10,Monroe,990,Monroe,10680
G0100990,1850,Alabama,10,Monroe,990,Monroe,12013
G0100990,1860,Alabama,10,Monroe,990,Monroe,15667
G0100990,1870,Alabama,10,Monroe,990,Monroe,14214
G0100990,1880,Alabama,10,Monroe,990,Monroe,17091
G0100990,1890,Alabama,10,Monroe,990,Monroe,18990
G0100990,1900,Alabama,10,Monroe,990,Monroe,23666
G0100990,1910,Alabama,10,Monroe,990,Monroe,27155
G0100990,1920,Alabama,10,Monroe,990,Monroe,28884
G0100990,1930,Alabama,10,Monroe,990,Monroe,30070
G0100990,1940,Alabama,10,Monroe,990,Monroe,29465
G0100990,1950,Alabama,10,Monroe,990,Monroe,25732
G0100990,1960,Alabama,10,Monroe,990,Monroe,22372
G0100990,1970,Alabama,1,Monroe,99,Monroe,20883
G0100990,1980,Alabama,1,Monroe,99,MONROE COUNTY,22651
G0100990,1990,Alabama,1,Monroe,99,Monroe County,23968
G0100990,2000,Alabama,1,Monroe,99,Monroe County,24324
G0100990,2010,Alabama,1,Monroe County,99,Monroe County,23068
G0101010,1930,Alabama,10,Montgomery,1010,Montgomery,98671
G0101010,1940,Alabama,10,Montgomery,1010,Montgomery,114420
G0101010,1950,Alabama,10,Montgomery,1010,Montgomery,138965
G0101010,1820,Alabama,10,Montgomery,1010,Montgomery,6604
G0101010,1830,Alabama,10,Montgomery,1010,Montgomery,12695
G0101010,1840,Alabama,10,Montgomery,1010,Montgomery,24574
G0101010,1850,Alabama,10,Montgomery,1010,Montgomery,29711
G0101010,1860,Alabama,10,Montgomery,1010,Montgomery,35904
G0101010,1870,Alabama,10,Montgomery,1010,Montgomery,43704
G0101010,1880,Alabama,10,Montgomery,1010,Montgomery,52356
G0101010,1890,Alabama,10,Montgomery,1010,Montgomery,56172
G0101010,1900,Alabama,10,Montgomery,1010,Montgomery,72047
G0101010,1910,Alabama,10,Montgomery,1010,Montgomery,82178
G0101010,1920,Alabama,10,Montgomery,1010,Montgomery,80853
G0101010,1930,Alabama,10,Montgomery,1010,Montgomery,98671
G0101010,1940,Alabama,10,Montgomery,1010,Montgomery,114420
G0101010,1950,Alabama,10,Montgomery,1010,Montgomery,138965
G0101010,1960,Alabama,10,Montgomery,1010,Montgomery,169210
G0101010,1970,Alabama,1,Montgomery,101,Montgomery,167790
G0101010,1980,Alabama,1,Montgomery,101,MONTGOMERY COUNTY,197038
G0101010,1990,Alabama,1,Montgomery,101,Montgomery County,209085
G0101010,2000,Alabama,1,Montgomery,101,Montgomery County,223510
G0101010,2010,Alabama,1,Montgomery County,101,Montgomery County,229363
G0101030,1930,Alabama,10,Morgan,1030,Morgan,46176
G0101030,1940,Alabama,10,Morgan,1030,Morgan,48148
G0101030,1950,Alabama,10,Morgan,1030,Morgan,52924
G0101030,1830,Alabama,10,Morgan,1030,Morgan,9062
G0101030,1840,Alabama,10,Morgan,1030,Morgan,9841
G0101030,1850,Alabama,10,Morgan,1030,Morgan,10125
G0101030,1860,Alabama,10,Morgan,1030,Morgan,11335
G0101030,1870,Alabama,10,Morgan,1030,Morgan,12187
G0101030,1880,Alabama,10,Morgan,1030,Morgan,16428
G0101030,1890,Alabama,10,Morgan,1030,Morgan,24089
G0101030,1900,Alabama,10,Morgan,1030,Morgan,28820
G0101030,1910,Alabama,10,Morgan,1030,Morgan,33781
G0101030,1920,Alabama,10,Morgan,1030,Morgan,40196
G0101030,1930,Alabama,10,Morgan,1030,Morgan,46176
G0101030,1940,Alabama,10,Morgan,1030,Morgan,48148
G0101030,1950,Alabama,10,Morgan,1030,Morgan,52924
G0101030,1960,Alabama,10,Morgan,1030,Morgan,60454
G0101030,1970,Alabama,1,Morgan,103,Morgan,77306
G0101030,1980,Alabama,1,Morgan,103,MORGAN COUNTY,90231
G0101030,1990,Alabama,1,Morgan,103,Morgan County,100043
G0101030,2000,Alabama,1,Morgan,103,Morgan County,111064
G0101030,2010,Alabama,1,Morgan County,103,Morgan County,119490
G0101050,1930,Alabama,10,Perry,1050,Perry,26385
G0101050,1940,Alabama,10,Perry,1050,Perry,26610
G0101050,1950,Alabama,10,Perry,1050,Perry,20439
G0101050,1820,Alabama,10,Perry,1050,Perry,3646
G0101050,1830,Alabama,10,Perry,1050,Perry,11490
G0101050,1840,Alabama,10,Perry,1050,Perry,19086
G0101050,1850,Alabama,10,Perry,1050,Perry,22285
G0101050,1860,Alabama,10,Perry,1050,Perry,27724
G0101050,1870,Alabama,10,Perry,1050,Perry,24975
G0101050,1880,Alabama,10,Perry,1050,Perry,30741
G0101050,1890,Alabama,10,Perry,1050,Perry,29332
G0101050,1900,Alabama,10,Perry,1050,Perry,31783
G0101050,1910,Alabama,10,Perry,1050,Perry,31222
G0101050,1920,Alabama,10,Perry,1050,Perry,25373
G0101050,1930,Alabama,10,Perry,1050,Perry,26385
G0101050,1940,Alabama,10,Perry,1050,Perry,26610
G0101050,1950,Alabama,10,Perry,1050,Perry,20439
G0101050,1960,Alabama,10,Perry,1050,Perry,17358
G0101050,1970,Alabama,1,Perry,105,Perry,15388
G0101050,1980,Alabama,1,Perry,105,PERRY COUNTY,15012
G0101050,1990,Alabama,1,Perry,105,Perry County,12759
G0101050,2000,Alabama,1,Perry,105,Perry County,11861
G0101050,2010,Alabama,1,Perry County,105,Perry County,10591
G0101070,1930,Alabama,10,Pickens,1070,Pickens,24902
G0101070,1940,Alabama,10,Pickens,1070,Pickens,27671
G0101070,1950,Alabama,10,Pickens,1070,Pickens,24349
G0101070,1830,Alabama,10,Pickens,1070,Pickens,6622
G0101070,1840,Alabama,10,Pickens,1070,Pickens,17118
G0101070,1850,Alabama,10,Pickens,1070,Pickens,21512
G0101070,1860,Alabama,10,Pickens,1070,Pickens,22316
G0101070,1870,Alabama,10,Pickens,1070,Pickens,17690
G0101070,1880,Alabama,10,Pickens,1070,Pickens,21479
G0101070,1890,Alabama,10,Pickens,1070,Pickens,22470
G0101070,1900,Alabama,10,Pickens,1070,Pickens,24402
G0101070,1910,Alabama,10,Pickens,1070,Pickens,25055
G0101070,1920,Alabama,10,Pickens,1070,Pickens,25353
G0101070,1930,Alabama,10,Pickens,1070,Pickens,24902
G0101070,1940,Alabama,10,Pickens,1070,Pickens,27671
G0101070,1950,Alabama,10,Pickens,1070,Pickens,24349
G0101070,1960,Alabama,10,Pickens,1070,Pickens,21882
G0101070,1970,Alabama,1,Pickens,107,Pickens,20326
G0101070,1980,Alabama,1,Pickens,107,PICKENS COUNTY,21481
G0101070,1990,Alabama,1,Pickens,107,Pickens County,20699
G0101070,2000,Alabama,1,Pickens,107,Pickens County,20949
G0101070,2010,Alabama,1,Pickens County,107,Pickens County,19746
G0101090,1930,Alabama,10,Pike,1090,Pike,32240
G0101090,1940,Alabama,10,Pike,1090,Pike,32493
G0101090,1950,Alabama,10,Pike,1090,Pike,30608
G0101090,1830,Alabama,10,Pike,1090,Pike,7108
G0101090,1840,Alabama,10,Pike,1090,Pike,10108
G0101090,1850,Alabama,10,Pike,1090,Pike,15920
G0101090,1860,Alabama,10,Pike,1090,Pike,24435
G0101090,1870,Alabama,10,Pike,1090,Pike,17423
G0101090,1880,Alabama,10,Pike,1090,Pike,20640
G0101090,1890,Alabama,10,Pike,1090,Pike,24423
G0101090,1900,Alabama,10,Pike,1090,Pike,29172
G0101090,1910,Alabama,10,Pike,1090,Pike,30815
G0101090,1920,Alabama,10,Pike,1090,Pike,31631
G0101090,1930,Alabama,10,Pike,1090,Pike,32240
G0101090,1940,Alabama,10,Pike,1090,Pike,32493
G0101090,1950,Alabama,10,Pike,1090,Pike,30608
G0101090,1960,Alabama,10,Pike,1090,Pike,25987
G0101090,1970,Alabama,1,Pike,109,Pike,25038
G0101090,1980,Alabama,1,Pike,109,PIKE COUNTY,28050
G0101090,1990,Alabama,1,Pike,109,Pike County,27595
G0101090,2000,Alabama,1,Pike,109,Pike County,29605
G0101090,2010,Alabama,1,Pike County,109,Pike County,32899
G0101110,1930,Alabama,10,Randolph,1110,Randolph,26861
G0101110,1940,Alabama,10,Randolph,1110,Randolph,25516
G0101110,1950,Alabama,10,Randolph,1110,Randolph,22513
G0101110,1840,Alabama,10,Randolph,1110,Randolph,4973
G0101110,1850,Alabama,10,Randolph,1110,Randolph,11581
G0101110,1860,Alabama,10,Randolph,1110,Randolph,20059
G0101110,1870,Alabama,10,Randolph,1110,Randolph,12006
G0101110,1880,Alabama,10,Randolph,1110,Randolph,16575
G0101110,1890,Alabama,10,Randolph,1110,Randolph,17219
G0101110,1900,Alabama,10,Randolph,1110,Randolph,21647
G0101110,1910,Alabama,10,Randolph,1110,Randolph,24659
G0101110,1920,Alabama,10,Randolph,1110,Randolph,27064
G0101110,1930,Alabama,10,Randolph,1110,Randolph,26861
G0101110,1940,Alabama,10,Randolph,1110,Randolph,25516
G0101110,1950,Alabama,10,Randolph,1110,Randolph,22513
G0101110,1960,Alabama,10,Randolph,1110,Randolph,19477
G0101110,1970,Alabama,1,Randolph,111,Randolph,18331
G0101110,1980,Alabama,1,Randolph,111,RANDOLPH COUNTY,20075
G0101110,1990,Alabama,1,Randolph,111,Randolph County,19881
G0101110,2000,Alabama,1,Randolph,111,Randolph County,22380
G0101110,2010,Alabama,1,Randolph County,111,Randolph County,22913
G0101130,1930,Alabama,10,Russell,1130,Russell,27377
G0101130,1940,Alabama,10,Russell,1130,Russell,35775
G0101130,1950,Alabama,10,Russell,1130,Russell,40364
G0101130,1840,Alabama,10,Russell,1130,Russell,13513
G0101130,1850,Alabama,10,Russell,1130,Russell,19548
G0101130,1860,Alabama,10,Russell,1130,Russell,26592
G0101130,1870,Alabama,10,Russell,1130,Russell,21636
G0101130,1880,Alabama,10,Russell,1130,Russell,24837
G0101130,1890,Alabama,10,Russell,1130,Russell,24093
G0101130,1900,Alabama,10,Russell,1130,Russell,27083
G0101130,1910,Alabama,10,Russell,1130,Russell,25937
G0101130,1920,Alabama,10,Russell,1130,Russell,27448
G0101130,1930,Alabama,10,Russell,1130,Russell,27377
G0101130,1940,Alabama,10,Russell,1130,Russell,35775
G0101130,1950,Alabama,10,Russell,1130,Russell,40364
G0101130,1960,Alabama,10,Russell,1130,Russell,46351
G0101130,1970,Alabama,1,Russell,113,Russell,45394
G0101130,1980,Alabama,1,Russell,113,RUSSELL COUNTY,47356
G0101130,1990,Alabama,1,Russell,113,Russell County,46860
G0101130,2000,Alabama,1,Russell,113,Russell County,49756
G0101130,2010,Alabama,1,Russell County,113,Russell County,52947
G0101155,1870,Alabama,10,Sanford,1155,Sanford,8893
G0101170,1930,Alabama,10,Shelby,1170,Shelby,27576
G0101170,1940,Alabama,10,Shelby,1170,Shelby,28962
G0101170,1950,Alabama,10,Shelby,1170,Shelby,30362
G0101170,1820,Alabama,10,Shelby,1170,Shelby,2416
G0101170,1830,Alabama,10,Shelby,1170,Shelby,5704
G0101170,1840,Alabama,10,Shelby,1170,Shelby,6112
G0101170,1850,Alabama,10,Shelby,1170,Shelby,9536
G0101170,1860,Alabama,10,Shelby,1170,Shelby,12618
G0101170,1870,Alabama,10,Shelby,1170,Shelby,12218
G0101170,1880,Alabama,10,Shelby,1170,Shelby,17236
G0101170,1890,Alabama,10,Shelby,1170,Shelby,20886
G0101170,1900,Alabama,10,Shelby,1170,Shelby,23684
G0101170,1910,Alabama,10,Shelby,1170,Shelby,26949
G0101170,1920,Alabama,10,Shelby,1170,Shelby,27097
G0101170,1930,Alabama,10,Shelby,1170,Shelby,27576
G0101170,1940,Alabama,10,Shelby,1170,Shelby,28962
G0101170,1950,Alabama,10,Shelby,1170,Shelby,30362
G0101170,1960,Alabama,10,Shelby,1170,Shelby,32132
G0101170,1970,Alabama,1,Shelby,117,Shelby,38037
G0101170,1980,Alabama,1,Shelby,117,SHELBY COUNTY,66298
G0101170,1990,Alabama,1,Shelby,117,Shelby County,99358
G0101170,2000,Alabama,1,Shelby,117,Shelby County,143293
G0101170,2010,Alabama,1,Shelby County,117,Shelby County,195085
G0101150,1930,Alabama,10,St Clair,1150,St Clair,24510
G0101150,1940,Alabama,10,St Clair,1150,St Clair,27336
G0101150,1950,Alabama,10,St Clair,1150,St Clair,26687
G0101150,1820,Alabama,10,St Clair,1150,St Clair,4166
G0101150,1830,Alabama,10,St Clair,1150,St Clair,5975
G0101150,1840,Alabama,10,St Clair,1150,St Clair,5638
G0101150,1850,Alabama,10,St Clair,1150,St Clair,6829
G0101150,1860,Alabama,10,St Clair,1150,St Clair,11013
G0101150,1870,Alabama,10,St Clair,1150,St Clair,9360
G0101150,1880,Alabama,10,St Clair,1150,St Clair,14462
G0101150,1890,Alabama,10,St Clair,1150,St Clair,17353
G0101150,1900,Alabama,10,St Clair,1150,St Clair,19425
G0101150,1910,Alabama,10,St Clair,1150,St Clair,20715
G0101150,1920,Alabama,10,St Clair,1150,St Clair,23383
G0101150,1930,Alabama,10,St Clair,1150,St Clair,24510
G0101150,1940,Alabama,10,St Clair,1150,St Clair,27336
G0101150,1950,Alabama,10,St Clair,1150,St Clair,26687
G0101150,1960,Alabama,10,St Clair,1150,St Clair,25388
G0101150,1970,Alabama,1,St Clair,115,St Clair,27956
G0101150,1980,Alabama,1,St Clair,115,ST. CLAIR COUNTY,41205
G0101150,1990,Alabama,1,St Clair,115,St. Clair County,50009
G0101150,2000,Alabama,1,St Clair,115,St. Clair County,64742
G0101150,2010,Alabama,1,St. Clair County,115,St. Clair County,83593
G0101190,1930,Alabama,10,Sumter,1190,Sumter,26929
G0101190,1940,Alabama,10,Sumter,1190,Sumter,27321
G0101190,1950,Alabama,10,Sumter,1190,Sumter,23610
G0101190,1840,Alabama,10,Sumter,1190,Sumter,29937
G0101190,1850,Alabama,10,Sumter,1190,Sumter,22250
G0101190,1860,Alabama,10,Sumter,1190,Sumter,24035
G0101190,1870,Alabama,10,Sumter,1190,Sumter,24109
G0101190,1880,Alabama,10,Sumter,1190,Sumter,28728
G0101190,1890,Alabama,10,Sumter,1190,Sumter,29574
G0101190,1900,Alabama,10,Sumter,1190,Sumter,32710
G0101190,1910,Alabama,10,Sumter,1190,Sumter,28699
G0101190,1920,Alabama,10,Sumter,1190,Sumter,25569
G0101190,1930,Alabama,10,Sumter,1190,Sumter,26929
G0101190,1940,Alabama,10,Sumter,1190,Sumter,27321
G0101190,1950,Alabama,10,Sumter,1190,Sumter,23610
G0101190,1960,Alabama,10,Sumter,1190,Sumter,20041
G0101190,1970,Alabama,1,Sumter,119,Sumter,16974
G0101190,1980,Alabama,1,Sumter,119,SUMTER COUNTY,16908
G0101190,1990,Alabama,1,Sumter,119,Sumter County,16174
G0101190,2000,Alabama,1,Sumter,119,Sumter County,14798
G0101190,2010,Alabama,1,Sumter County,119,Sumter County,13763
G0101210,1930,Alabama,10,Talladega,1210,Talladega,45241
G0101210,1940,Alabama,10,Talladega,1210,Talladega,51832
G0101210,1950,Alabama,10,Talladega,1210,Talladega,63639
G0101210,1840,Alabama,10,Talladega,1210,Talladega,12587
G0101210,1850,Alabama,10,Talladega,1210,Talladega,18624
G0101210,1860,Alabama,10,Talladega,1210,Talladega,23520
G0101210,1870,Alabama,10,Talladega,1210,Talladega,18064
G0101210,1880,Alabama,10,Talladega,1210,Talladega,23360
G0101210,1890,Alabama,10,Talladega,1210,Talladega,29346
G0101210,1900,Alabama,10,Talladega,1210,Talladega,35773
G0101210,1910,Alabama,10,Talladega,1210,Talladega,37921
G0101210,1920,Alabama,10,Talladega,1210,Talladega,41005
G0101210,1930,Alabama,10,Talladega,1210,Talladega,45241
G0101210,1940,Alabama,10,Talladega,1210,Talladega,51832
G0101210,1950,Alabama,10,Talladega,1210,Talladega,63639
G0101210,1960,Alabama,10,Talladega,1210,Talladega,65495
G0101210,1970,Alabama,1,Talladega,121,Talladega,65280
G0101210,1980,Alabama,1,Talladega,121,TALLADEGA COUNTY,73826
G0101210,1990,Alabama,1,Talladega,121,Talladega County,74107
G0101210,2000,Alabama,1,Talladega,121,Talladega County,80321
G0101210,2010,Alabama,1,Talladega County,121,Talladega County,82291
G0101230,1930,Alabama,10,Tallapoosa,1230,Tallapoosa,31188
G0101230,1940,Alabama,10,Tallapoosa,1230,Tallapoosa,35270
G0101230,1950,Alabama,10,Tallapoosa,1230,Tallapoosa,35074
G0101230,1840,Alabama,10,Tallapoosa,1230,Tallapoosa,6444
G0101230,1850,Alabama,10,Tallapoosa,1230,Tallapoosa,15584
G0101230,1860,Alabama,10,Tallapoosa,1230,Tallapoosa,23827
G0101230,1870,Alabama,10,Tallapoosa,1230,Tallapoosa,16963
G0101230,1880,Alabama,10,Tallapoosa,1230,Tallapoosa,23401
G0101230,1890,Alabama,10,Tallapoosa,1230,Tallapoosa,25460
G0101230,1900,Alabama,10,Tallapoosa,1230,Tallapoosa,29675
G0101230,1910,Alabama,10,Tallapoosa,1230,Tallapoosa,31034
G0101230,1920,Alabama,10,Tallapoosa,1230,Tallapoosa,29744
G0101230,1930,Alabama,10,Tallapoosa,1230,Tallapoosa,31188
G0101230,1940,Alabama,10,Tallapoosa,1230,Tallapoosa,35270
G0101230,1950,Alabama,10,Tallapoosa,1230,Tallapoosa,35074
G0101230,1960,Alabama,10,Tallapoosa,1230,Tallapoosa,35007
G0101230,1970,Alabama,1,Tallapoosa,123,Tallapoosa,33840
G0101230,1980,Alabama,1,Tallapoosa,123,TALLAPOOSA COUNTY,38676
G0101230,1990,Alabama,1,Tallapoosa,123,Tallapoosa County,38826
G0101230,2000,Alabama,1,Tallapoosa,123,Tallapoosa County,41475
G0101230,2010,Alabama,1,Tallapoosa County,123,Tallapoosa County,41616
G0101250,1930,Alabama,10,Tuscaloosa,1250,Tuscaloosa,64153
G0101250,1940,Alabama,10,Tuscaloosa,1250,Tuscaloosa,76036
G0101250,1950,Alabama,10,Tuscaloosa,1250,Tuscaloosa,94092
G0101250,1820,Alabama,10,Tuscaloosa,1250,Tuscaloosa,8229
G0101250,1830,Alabama,10,Tuscaloosa,1250,Tuscaloosa,13646
G0101250,1840,Alabama,10,Tuscaloosa,1250,Tuscaloosa,16583
G0101250,1850,Alabama,10,Tuscaloosa,1250,Tuscaloosa,18056
G0101250,1860,Alabama,10,Tuscaloosa,1250,Tuscaloosa,23200
G0101250,1870,Alabama,10,Tuscaloosa,1250,Tuscaloosa,20081
G0101250,1880,Alabama,10,Tuscaloosa,1250,Tuscaloosa,24957
G0101250,1890,Alabama,10,Tuscaloosa,1250,Tuscaloosa,30352
G0101250,1900,Alabama,10,Tuscaloosa,1250,Tuscaloosa,36147
G0101250,1910,Alabama,10,Tuscaloosa,1250,Tuscaloosa,47559
G0101250,1920,Alabama,10,Tuscaloosa,1250,Tuscaloosa,53680
G0101250,1930,Alabama,10,Tuscaloosa,1250,Tuscaloosa,64153
G0101250,1940,Alabama,10,Tuscaloosa,1250,Tuscaloosa,76036
G0101250,1950,Alabama,10,Tuscaloosa,1250,Tuscaloosa,94092
G0101250,1960,Alabama,10,Tuscaloosa,1250,Tuscaloosa,109047
G0101250,1970,Alabama,1,Tuscaloosa,125,Tuscaloosa,116029
G0101250,1980,Alabama,1,Tuscaloosa,125,TUSCALOOSA COUNTY,137541
G0101250,1990,Alabama,1,Tuscaloosa,125,Tuscaloosa County,150522
G0101250,2000,Alabama,1,Tuscaloosa,125,Tuscaloosa County,164875
G0101250,2010,Alabama,1,Tuscaloosa County,125,Tuscaloosa County,194656
G0101270,1930,Alabama,10,Walker,1270,Walker,59445
G0101270,1940,Alabama,10,Walker,1270,Walker,64201
G0101270,1950,Alabama,10,Walker,1270,Walker,63769
G0101270,1830,Alabama,10,Walker,1270,Walker,2202
G0101270,1840,Alabama,10,Walker,1270,Walker,4032
G0101270,1850,Alabama,10,Walker,1270,Walker,5124
G0101270,1860,Alabama,10,Walker,1270,Walker,7980
G0101270,1870,Alabama,10,Walker,1270,Walker,6543
G0101270,1880,Alabama,10,Walker,1270,Walker,9479
G0101270,1890,Alabama,10,Walker,1270,Walker,16078
G0101270,1900,Alabama,10,Walker,1270,Walker,25162
G0101270,1910,Alabama,10,Walker,1270,Walker,37013
G0101270,1920,Alabama,10,Walker,1270,Walker,50593
G0101270,1930,Alabama,10,Walker,1270,Walker,59445
G0101270,1940,Alabama,10,Walker,1270,Walker,64201
G0101270,1950,Alabama,10,Walker,1270,Walker,63769
G0101270,1960,Alabama,10,Walker,1270,Walker,54211
G0101270,1970,Alabama,1,Walker,127,Walker,56246
G0101270,1980,Alabama,1,Walker,127,WALKER COUNTY,68660
G0101270,1990,Alabama,1,Walker,127,Walker County,67670
G0101270,2000,Alabama,1,Walker,127,Walker County,70713
G0101270,2010,Alabama,1,Walker County,127,Walker County,67023
G0101290,1930,Alabama,10,Washington,1290,Washington,16365
G0101290,1940,Alabama,10,Washington,1290,Washington,16188
G0101290,1950,Alabama,10,Washington,1290,Washington,15612
G0101290,1820,Alabama,10,Washington,1290,Washington,4118
G0101290,1830,Alabama,10,Washington,1290,Washington,3474
G0101290,1840,Alabama,10,Washington,1290,Washington,5300
G0101290,1850,Alabama,10,Washington,1290,Washington,2713
G0101290,1860,Alabama,10,Washington,1290,Washington,4669
G0101290,1870,Alabama,10,Washington,1290,Washington,3912
G0101290,1880,Alabama,10,Washington,1290,Washington,4538
G0101290,1890,Alabama,10,Washington,1290,Washington,7935
G0101290,1900,Alabama,10,Washington,1290,Washington,11134
G0101290,1910,Alabama,10,Washington,1290,Washington,14454
G0101290,1920,Alabama,10,Washington,1290,Washington,14279
G0101290,1930,Alabama,10,Washington,1290,Washington,16365
G0101290,1940,Alabama,10,Washington,1290,Washington,16188
G0101290,1950,Alabama,10,Washington,1290,Washington,15612
G0101290,1960,Alabama,10,Washington,1290,Washington,15372
G0101290,1970,Alabama,1,Washington,129,Washington,16241
G0101290,1980,Alabama,1,Washington,129,WASHINGTON COUNTY,16821
G0101290,1990,Alabama,1,Washington,129,Washington County,16694
G0101290,2000,Alabama,1,Washington,129,Washington County,18097
G0101290,2010,Alabama,1,Washington County,129,Washington County,17581
G0101310,1930,Alabama,10,Wilcox,1310,Wilcox,24880
G0101310,1940,Alabama,10,Wilcox,1310,Wilcox,26279
G0101310,1950,Alabama,10,Wilcox,1310,Wilcox,23476
G0101310,1820,Alabama,10,Wilcox,1310,Wilcox,2917
G0101310,1830,Alabama,10,Wilcox,1310,Wilcox,9548
G0101310,1840,Alabama,10,Wilcox,1310,Wilcox,15278
G0101310,1850,Alabama,10,Wilcox,1310,Wilcox,17352
G0101310,1860,Alabama,10,Wilcox,1310,Wilcox,24618
G0101310,1870,Alabama,10,Wilcox,1310,Wilcox,28377
G0101310,1880,Alabama,10,Wilcox,1310,Wilcox,31828
G0101310,1890,Alabama,10,Wilcox,1310,Wilcox,30816
G0101310,1900,Alabama,10,Wilcox,1310,Wilcox,35631
G0101310,1910,Alabama,10,Wilcox,1310,Wilcox,33810
G0101310,1920,Alabama,10,Wilcox,1310,Wilcox,31080
G0101310,1930,Alabama,10,Wilcox,1310,Wilcox,24880
G0101310,1940,Alabama,10,Wilcox,1310,Wilcox,26279
G0101310,1950,Alabama,10,Wilcox,1310,Wilcox,23476
G0101310,1960,Alabama,10,Wilcox,1310,Wilcox,18739
G0101310,1970,Alabama,1,Wilcox,131,Wilcox,16303
G0101310,1980,Alabama,1,Wilcox,131,WILCOX COUNTY,14755
G0101310,1990,Alabama,1,Wilcox,131,Wilcox County,13568
G0101310,2000,Alabama,1,Wilcox,131,Wilcox County,13183
G0101310,2010,Alabama,1,Wilcox County,131,Wilcox County,11670
G0101330,1930,Alabama,10,Winston,1330,Winston,15596
G0101330,1940,Alabama,10,Winston,1330,Winston,18746
G0101330,1950,Alabama,10,Winston,1330,Winston,18250
G0101330,1860,Alabama,10,Winston,1330,Winston,3576
G0101330,1870,Alabama,10,Winston,1330,Winston,4155
G0101330,1880,Alabama,10,Winston,1330,Winston,4253
G0101330,1890,Alabama,10,Winston,1330,Winston,6552
G0101330,1900,Alabama,10,Winston,1330,Winston,9554
G0101330,1910,Alabama,10,Winston,1330,Winston,12855
G0101330,1920,Alabama,10,Winston,1330,Winston,14378
G0101330,1930,Alabama,10,Winston,1330,Winston,15596
G0101330,1940,Alabama,10,Winston,1330,Winston,18746
G0101330,1950,Alabama,10,Winston,1330,Winston,18250
G0101330,1960,Alabama,10,Winston,1330,Winston,14858
G0101330,1970,Alabama,1,Winston,133,Winston,16654
G0101330,1980,Alabama,1,Winston,133,WINSTON COUNTY,21953
G0101330,1990,Alabama,1,Winston,133,Winston County,22053
G0101330,2000,Alabama,1,Winston,133,Winston County,24843
G0101330,2010,Alabama,1,Winston County,133,Winston County,24484
G0500010,1930,Arkansas,50,Arkansas,10,Arkansas,22300
G0500010,1940,Arkansas,50,Arkansas,10,Arkansas,24437
G0500010,1950,Arkansas,50,Arkansas,10,Arkansas,23665
G0500010,1840,Arkansas,50,Arkansas,10,Arkansas,1346
G0500010,1850,Arkansas,50,Arkansas,10,Arkansas,3245
G0500010,1860,Arkansas,50,Arkansas,10,Arkansas,8844
G0500010,1870,Arkansas,50,Arkansas,10,Arkansas,8268
G0500010,1880,Arkansas,50,Arkansas,10,Arkansas,8038
G0500010,1890,Arkansas,50,Arkansas,10,Arkansas,11432
G0500010,1900,Arkansas,50,Arkansas,10,Arkansas,12973
G0500010,1910,Arkansas,50,Arkansas,10,Arkansas,16103
G0500010,1920,Arkansas,50,Arkansas,10,Arkansas,21483
G0500010,1930,Arkansas,50,Arkansas,10,Arkansas,22300
G0500010,1940,Arkansas,50,Arkansas,10,Arkansas,24437
G0500010,1950,Arkansas,50,Arkansas,10,Arkansas,23665
G0500010,1960,Arkansas,50,Arkansas,10,Arkansas,23355
G0500010,1970,Arkansas,5,Arkansas,1,Arkansas,23347
G0500010,1980,Arkansas,5,Arkansas,1,ARKANSAS COUNTY,24175
G0500010,1990,Arkansas,5,Arkansas,1,Arkansas County,21653
G0500010,2000,Arkansas,5,Arkansas,1,Arkansas County,20749
G0500010,2010,Arkansas,5,Arkansas County,1,Arkansas County,19019
G0500030,1930,Arkansas,50,Ashley,30,Ashley,25151
G0500030,1940,Arkansas,50,Ashley,30,Ashley,26785
G0500030,1950,Arkansas,50,Ashley,30,Ashley,25660
G0500030,1850,Arkansas,50,Ashley,30,Ashley,2058
G0500030,1860,Arkansas,50,Ashley,30,Ashley,8590
G0500030,1870,Arkansas,50,Ashley,30,Ashley,8042
G0500030,1880,Arkansas,50,Ashley,30,Ashley,10156
G0500030,1890,Arkansas,50,Ashley,30,Ashley,13295
G0500030,1900,Arkansas,50,Ashley,30,Ashley,19734
G0500030,1910,Arkansas,50,Ashley,30,Ashley,25268
G0500030,1920,Arkansas,50,Ashley,30,Ashley,23410
G0500030,1930,Arkansas,50,Ashley,30,Ashley,25151
G0500030,1940,Arkansas,50,Ashley,30,Ashley,26785
G0500030,1950,Arkansas,50,Ashley,30,Ashley,25660
